25,100,0x3F800000,0x3F800000,0x3F800000,0x3E99999A,0x3E9A90E8,0x3EB4B4B5,0x3EC565C8,0x3E800000,0x3E80CE17,0x3E969697,0x3EA47F7C,0x3F26809D,0x3F54E3BD,0x3F5844D0,0x3F504817
26,100,0x3F800000,0x3F800000,0x3F800000,0x3E924925,0x3E95DA89,0x3EAEB5FE,0x3EBE82FA,0x3E73CF3D,0x3E79C190,0x3E9197A9,0x3E9EC27B,0x3F2BE9F2,0x3F588455,0x3F5BC423,0x3F54160E
27,100,0x3F800000,0x3F800000,0x3F800000,0x3E8A1142,0x3E916B8D,0x3EA919D6,0x3EB81703,0x3E661CC4,0x3E725DEB,0x3E8CEADD,0x3E996882,0x3F30ECA8,0x3F5BE024,0x3F5F0123,0x3F579BE0
28,100,0x3F800000,0x3F800000,0x3F800000,0x3E82B931,0x3E8C6F2D,0x3EA3D70A,0x3EB21643,0x3E59DF52,0x3E6A0EA1,0x3E888889,0x3E9467E2,0x3F3593C0,0x3F5EFE8A,0x3F6202ED,0x3F5AE148
29,100,0x3F800000,0x3F800000,0x3F800000,0x3E7D5C5F,0x3E888889,0x3E9EE584,0x3EAC7692,0x3E53224F,0x3E638E39,0x3E8469EE,0x3E8FB824,0x3F39E8B2,0x3F61E5DF,0x3F64CFA0,0x3F5DECEF
30,100,0x3F800000,0x3F800000,0x3F800000,0x3E783E0F,0x3E842108,0x3E99999A,0x3EA72F05,0x3E4EDE62,0x3E5C370E,0x3E800000,0x3E8B51DA,0x3F3DF3B6,0x3F649BA6,0x3F676C8B,0x3F60C49C
31,100,0x3F800000,0x3F800000,0x3F800000,0x3E70F0F1,0x3E80AB8F,0x3E953F39,0x3EA237C3,0x3E48C8C9,0x3E567344,0x3E78BEB4,0x3E872E78,0x3F41BBF4,0x3F6724AA,0x3F69DE4F,0x3F636D56
32,100,0x3F800000,0x3F800000,0x3F800000,0x3E6C4EC5,0x3E7AC688,0x3E912245,0x3E9D89D9,0x3E44EC4F,0x3E50FAC7,0x3E71E3C8,0x3E834834,0x3F4547AE,0x3F69851F,0x3F6C28F6,0x3F65EB85
33,100,0x3F800000,0x3F800000,0x3F800000,0x3E65AEA7,0x3E7353A5,0x3E8D3DCB,0x3E991F1A,0x3E3F66E1,0x3E4AC5B4,0x3E6B66FD,0x3E7F33D7,0x3F489C65,0x3F6BC0B3,0x3F6E500F,0x3F684307
34,100,0x3F800000,0x3F800000,0x3F800000,0x3E6177C8,0x3E6D7304,0x3E898D60,0x3E94F209,0x3E3BE3D1,0x3E45DFD8,0x3E6540F5,0x3E783E0F,0x3F4BBEF2,0x3F6DDAA7,0x3F7056BD,0x3F6A7744
35,100,0x3F800000,0x3F800000,0x3F800000,0x3E5B6DB7,0x3E66C2B4,0x3E8590B2,0x3E90FDBC,0x3E36DB6E,0x3E404CEC,0x3E5E9BD3,0x3E71A6E4,0x3F4EB3A4,0x3F6FD5DF,0x3F723FC8,0x3F6C8B44
36,100,0x3F800000,0x3F800000,0x3F800000,0x3E3FA030,0x3E486A79,0x3E679373,0x3E7B1885,0x3E18B3A6,0x3E1FB4D8,0x3E388980,0x3E48178A,0x3F3A375F,0x3F56D9B2,0x3F58EFB1,0x3F540184
37,100,0x3F800000,0x3F800000,0x3F800000,0x3E3AB656,0x3E43EC1A,0x3E61FC78,0x3E74C401,0x3E14C94D,0x3E1C2025,0x3E341530,0x3E430C31,0x3F3C9048,0x3F586C7D,0x3F5A740E,0x3F55A7FE
38,100,0x3F800000,0x3F800000,0x3F800000,0x3E379301,0x3E3EC9F8,0x3E5CA8F1,0x3E6EBF2F,0x3E124925,0x3E1808F1,0x3E2FD6A0,0x3E3E405A,0x3F3EC991,0x3F59EA15,0x3F5BE3FA,0x3F57383B
39,100,0x3F800000,0x3F800000,0x3F800000,0x3E330F63,0x3E3AB656,0x3E579436,0x3E690453,0x3E0EB043,0x3E14C94D,0x3E2BCA1B,0x3E39AF72,0x3F40E5A8,0x3F5B541C,0x3F5D4107,0x3F58B3F2
40,100,0x3F800000,0x3F800000,0x3F800000,0x3E302C0B,0x3E360B61,0x3E520D21,0x3E638E39,0x3E0C6319,0x3E111111,0x3E276276,0x3E355555,0x3F42E6BE,0x3F5CAC08,0x3F5E8CA1,0x3F5A1CAC
41,100,0x3F800000,0x3F800000,0x3F800000,0x3E2C02B0,0x3E32544A,0x3E4D7127,0x3E5E5828,0x3E091224,0x3E0E1B2B,0x3E23B62B,0x3E312E40,0x3F44CECC,0x3F5DF32E,0x3F5FC80E,0x3F5B73CE
42,100,0x3F800000,0x3F800000,0x3F800000,0x3E2957FB,0x3E2EC33E,0x3E4907DA,0x3E595DD3,0x3E06F21C,0x3E0B4396,0x3E203242,0x3E2D36C4,0x3F469F9D,0x3F5F2ABF,0x3F60F476,0x3F5CBA98
43,100,0x3F800000,0x3F800000,0x3F800000,0x3E257EB5,0x3E2AAAAB,0x3E44CE08,0x3E549B4D,0x3E03E0F8,0x3E080000,0x3E1CD42E,0x3E296BC2,0x3F485AD0,0x3F6053D3,0x3F6212E4,0x3F5DF230
44,100,0x3F800000,0x3F800000,0x3F800000,0x3E23065E,0x3E2765AE,0x3E40C0C1,0x3E500D01,0x3E01E913,0x3E056507,0x3E19999A,0x3E25CA5D,0x3F4A01DD,0x3F616F66,0x3F63244E,0x3F5F1B9E
45,100,0x3F800000,0x3F800000,0x3F800000,0x3E1F747A,0x3E23A2AD,0x3E3C5264,0x3E4BAFA4,0x3DFE21A3,0x3E0265A2,0x3E1611A8,0x3E224FF6,0x3F4B961C,0x3F627E5F,0x3F642991,0x3F6037D4
46,100,0x3F800000,0x3F800000,0x3F800000,0x3E0983FE,0x3E0C8C8D,0x3E21884B,0x3E2E902C,0x3DDD01D7,0x3DE1E1E2,0x3E01CD85,0x3E0C4623,0x3F3375B0,0x3F47115D,0x3F487F09,0x3F451EB8
47,100,0x3F800000,0x3F800000,0x3F800000,0x3E069C3E,0x3E0A0315,0x3E1E68AA,0x3E2B0C69,0x3DD85689,0x3DDDCE18,0x3DFE95EC,0x3E09731D,0x3F34B9A1,0x3F47EA81,0x3F495065,0x3F460278
48,100,0x3F800000,0x3F800000,0x3F800000,0x3E04BDA1,0x3E071603,0x3E1B675F,0x3E27AC2A,0x3DD55555,0x3DD91A3C,0x3DF9C190,0x3E06BCA2,0x3F35F012,0x3F48BA98,0x3F4A1908,0x3F46DCBB
49,100,0x3F800000,0x3F800000,0x3F800000,0x3E020821,0x3E04BDA1,0x3E1882B9,0x3E246D60,0x3DD0FAC6,0x3DD55555,0x3DF51B3C,0x3E042108,0x3F3719D8,0x3F498232,0x3F4AD97A,0x3F47AE14
50,100,0x3F800000,0x3F800000,0x3F800000,0x3DFEDCBB,0x3E020821,0x3E155555,0x3E214E22,0x3DCCCCCD,0x3DD0FAC6,0x3DF00000,0x3E019EC9,0x3F3837B5,0x3F4A41CF,0x3F4B923A,0x3F48770F
51,100,0x3F800000,0x3F800000,0x3F800000,0x3DFB823F,0x3DFFB6F0,0x3E12A8EC,0x3E1E4CAD,0x3DCA1AF3,0x3DCD7C26,0x3DEBB40D,0x3DFE68F2,0x3F394A5B,0x3F4AF9E9,0x3F4C43BB,0x3F493827
52,100,0x3F800000,0x3F800000,0x3F800000,0x3DF6A40F,0x3DFB823F,0x3E101495,0x3E1B675F,0x3DC6318C,0x3DCA1AF3,0x3DE78ECB,0x3DF9C190,0x3F3A5272,0x3F4BAAEE,0x3F4CEE69,0x3F49F1D2
53,100,0x3F800000,0x3F800000,0x3F800000,0x3DF37FBA,0x3DF6A40F,0x3E0D9712,0x3E189CB3,0x3DC3AB36,0x3DC6318C,0x3DE38E39,0x3DF544FB,0x3F3B5091,0x3F4C5545,0x3F4D92A5,0x3F4AA47C
54,100,0x3F800000,0x3F800000,0x3F800000,0x3DDDDDDE,0x3DE1636C,0x3E013E23,0x3E0B35E1,0x3DC00000,0x3DC30C31,0x3DDFB077,0x3DF0F0F1,0x3F2ED29E,0x3F3E5535,0x3F3F7675,0x3F3CCAC7
55,100,0x3F800000,0x3F800000,0x3F800000,0x3DCA4588,0x3DCC2978,0x3DEA0EA1,0x3DFC8C16,0x3DBDA12F,0x3DBF66E1,0x3DDB6DB7,0x3DECC354,0x3F3D3117,0x3F4D975E,0x3F4EC933,0x3F4BF652
56,100,0x3F800000,0x3F800000,0x3F800000,0x3DB60B61,0x3DB84733,0x3DD308FE,0x3DE38E39,0x3D94F209,0x3D96C5E4,0x3DACAA44,0x3DBA2E8C,0x3F22ECFC,0x3F30BB3F,0x3F31BCB5,0x3F2F5C29
57,100,0x3F800000,0x3F800000,0x3F800000,0x3DA38352,0x3DA4FEB6,0x3DBCC17A,0x3DCB66D0,0x3D7544FC,0x3D777E11,0x3D8D911B,0x3D988D1C,0x3F1605A1,0x3F227488,0x3F235C66,0x3F21385A
58,100,0x3F800000,0x3F800000,0x3F800000,0x3DA0A0A1,0x3DA20EB0,0x3DB9C278,0x3DC80C81,0x3D40C0C1,0x3D427806,0x3D5EE95C,0x3D700F01,0x3F08F987,0x3F141530,0x3F14E457,0x3F12FAB4
59,100,0x3F800000,0x3F800000,0x3F800000,0x3D9EC27B,0x3D9FB028,0x3DB6DB6E,0x3DC4CE08,0x3D3E82FA,0x3D3FA030,0x3D5B6DB7,0x3D6C2A70,0x3F098BB7,0x3F14772D,0x3F1542D2,0x3F13617C
60,100,0x3F800000,0x3F800000,0x3F800000,0x3D9C09C1,0x3D9CEF53,0x3DB3A62D,0x3DC1AA10,0x3D3B3EE7,0x3D3C5264,0x3D579436,0x3D6865AD,0x3F0A1908,0x3F14D5E7,0x3F159E27,0x3F13C4D6
61,100,0x3F800000,0x3F800000,0x3F800000,0x3D9A4663,0x3D9AB645,0x3DB0EEDC,0x3DBE9F59,0x3D392144,0x3D39A786,0x3D5451D5,0x3D64BF38,0x3F0AA1B7,0x3F153185,0x3F15F67D,0x3F1424EE
62,100,0x3F800000,0x3F800000,0x3F800000,0x3D97B426,0x3D988D1C,0x3DAE4C41,0x3DBBACB8,0x3D360B61,0x3D370FBB,0x3D51284E,0x3D6135AA,0x3F0B25FD,0x3F158A2F,0x3F164BF9,0x3F1481ED
63,100,0x3F800000,0x3F800000,0x3F800000,0x3D960961,0x3D960961,0x3DABBD73,0x3DB8D113,0x3D340B41,0x3D340B41,0x3D4E168A,0x3D5DC7B0,0x3F0BA610,0x3F15E009,0x3F169EBF,0x3F14DBF8
64,100,0x3F800000,0x3F800000,0x3F800000,0x3D939A86,0x3D9400ED,0x3DA94196,0x3DB60B61,0x3D311FD4,0x3D319AB6,0x3D4B1B81,0x3D5A740E,0x3F0C2222,0x3F163333,0x3F16EEEF,0x3F153333
65,100,0x3F800000,0x3F800000,0x3F800000,0x3D920664,0x3D91A2B4,0x3DA6810A,0x3DB35AA8,0x3D2F3ADE,0x3D2EC33E,0x3D47CE0D,0x3D573997,0x3F0C9A63,0x3F1683CF,0x3F173CA7,0x3F1587BF
66,100,0x3F800000,0x3F800000,0x3F800000,0x3D8FB824,0x3D8FB824,0x3DA42B18,0x3DB0BDFF,0x3D2C7691,0x3D2C7691,0x3D450083,0x3D541732,0x3F0D0EFF,0x3F16D1F9,0x3F178804,0x3F15D9BB
67,100,0x3F800000,0x3F800000,0x3F800000,0x3D8E38E3,0x3D8DDA52,0x3DA1E5B1,0x3DAE3489,0x3D2AAAAB,0x3D2A392F,0x3D4246D4,0x3D510BD7,0x3F0D8021,0x3F171DCE,0x3F17D121,0x3F162944
68,100,0x3F800000,0x3F800000,0x3F800000,0x3D8C08C0,0x3D8BAD11,0x3D9FB028,0x3DABBD73,0x3D280A81,0x3D279C7B,0x3D3FA030,0x3D4E168A,0x3F0DEDEE,0x3F176767,0x3F181818,0x3F167676
69,100,0x3F800000,0x3F800000,0x3F800000,0x3D8A9CCE,0x3D89E997,0x3D9D89D9,0x3DA957FB,0x3D2655C4,0x3D257EB5,0x3D3D0BD1,0x3D4B3660,0x3F0E588C,0x3F17AEDF,0x3F185D00,0x3F16C16C
70,100,0x3F800000,0x3F800000,0x3F800000,0x3D888889,0x3D87DAA4,0x3D9B26CA,0x3DA70364,0x3D23D70A,0x3D23065E,0x3D3A2E8C,0x3D486A79,0x3F0EC01F,0x3F17F44C,0x3F189FF0,0x3F170A3D
71,100,0x3F800000,0x3F800000,0x3F800000,0x3D872E78,0x3D862F62,0x3D991F1A,0x3DA4BF01,0x3D2237C3,0x3D2105A9,0x3D37BEEC,0x3D45B201,0x3F0F24C7,0x3F1837C4,0x3F18E0FE,0x3F175102
72,100,0x3F800000,0x3F800000,0x3F800000,0x3D853408,0x3D848E80,0x3D9724D7,0x3DA28A29,0x3D1FD80A,0x3D1F1166,0x3D355F69,0x3D430C31,0x3F0F86A3,0x3F18795D,0x3F19203D,0x3F1795CF
73,100,0x3F800000,0x3F800000,0x3F800000,0x3D83EA90,0x3D82A766,0x3D95377D,0x3DA0643F,0x3D1E4CAD,0x3D1CC8E1,0x3D330F63,0x3D40784B,0x3F0FE5D1,0x3F18B929,0x3F195DC0,0x3F17D8B9
74,100,0x3F800000,0x3F800000,0x3F800000,0x3D820820,0x3D811C0A,0x3D935690,0x3D9E4CAD,0x3D1C09C1,0x3D1AEE73,0x3D30CE46,0x3D3DF59D,0x3F10426C,0x3F18F73C,0x3F19999A,0x3F1819D5
75,100,0x3F800000,0x3F800000,0x3F800000,0x3D803348,0x3D7E9B8D,0x3D913F8C,0x3D9C42E6,0x3D19D723,0x3D18C3BB,0x3D2E4C41,0x3D3B837B,0x3F109C8F,0x3F1933A8,0x3F19D3DB,0x3F185934
76,100,0x3F800000,0x3F800000,0x3F800000,0x3D7E03F8,0x3D7BACA2,0x3D8F77B5,0x3D9A4663,0x3D1868C8,0x3D17012E,0x3D2C293F,0x3D392144,0x3F10F453,0x3F196E7C,0x3F1A0C93,0x3F1896E8
77,100,0x3F800000,0x3F800000,0x3F800000,0x3D7A8517,0x3D78CED2,0x3D8DBAE8,0x3D9856A4,0x3D164FDB,0x3D1548E5,0x3D2A137D,0x3D36CE5F,0x3F1149CF,0x3F19A7C9,0x3F1A43D3,0x3F18D302
78,100,0x3F800000,0x3F800000,0x3F800000,0x3D783E10,0x3D757404,0x3D8C08C0,0x3D967330,0x3D14F209,0x3D13459C,0x3D280A81,0x3D348A3A,0x3F119D1A,0x3F19DF9E,0x3F1A79A8,0x3F190D91
79,100,0x3F800000,0x3F800000,0x3F800000,0x3D74E720,0x3D72B9D6,0x3D8A60DD,0x3D949B93,0x3D12F113,0x3D11A2B4,0x3D260DD7,0x3D32544A,0x3F11EE49,0x3F1A1609,0x3F1AAE20,0x3F1946A5
80,100,0x3F800000,0x3F800000,0x3F800000,0x3D72B9D6,0x3D6F883C,0x3D888889,0x3D92CF5F,0x3D11A2B4,0x3D0FB824,0x3D23D70A,0x3D302C0B,0x3F123D71,0x3F1A4B18,0x3F1AE148,0x3F197E4B
81,100,0x3F800000,0x3F800000,0x3F800000,0x3D6F883C,0x3D6CEF28,0x3D86F575,0x3D910E2A,0x3D0FB824,0x3D0E2918,0x3D21F359,0x3D2E1100,0x3F128AA4,0x3F1A7ED7,0x3F1B132C,0x3F19B492
82,100,0x3F800000,0x3F800000,0x3F800000,0x3D6D7304,0x3D6A6459,0x3D856B92,0x3D8F5793,0x3D0E7836,0x3D0CA29C,0x3D201AAF,0x3D2C02B0,0x3F12D5F5,0x3F1AB154,0x3F1B43DA,0x3F19E986
83,100,0x3F800000,0x3F800000,0x3F800000,0x3D6A6459,0x3D676995,0x3D83EA90,0x3D8DAB38,0x3D0CA29C,0x3D0AD8F3,0x3D1E4CAD,0x3D2A00AA,0x3F131F76,0x3F1AE299,0x3F1B735B,0x3F1A1D33
84,100,0x3F800000,0x3F800000,0x3F800000,0x3D6865AD,0x3D64FC9A,0x3D827224,0x3D8C08C0,0x3D0B7034,0x3D09645C,0x3D1C88F8,0x3D280A81,0x3F136736,0x3F1B12B1,0x3F1BA1BA,0x3F1A4FA5
85,100,0x3F800000,0x3F800000,0x3F800000,0x3D6577C1,0x3D622465,0x3D80CE17,0x3D8A6FD5,0x3D09AE40,0x3D07AF70,0x3D1A90E8,0x3D261FCC,0x3F13AD47,0x3F1B41A8,0x3F1BCF02,0x3F1A80E7
86,100,0x3F800000,0x3F800000,0x3F800000,0x3D638E39,0x3D5FD33C,0x3D7ECE3C,0x3D88E022,0x3D088888,0x3D064B8A,0x3D18E224,0x3D244029,0x3F13F1B6,0x3F1B6F87,0x3F1BFB3D,0x3F1AB104
87,100,0x3F800000,0x3F800000,0x3F800000,0x3D60BF09,0x3D5D8E1B,0x3D7C0FC1,0x3D87595A,0x3D06D905,0x3D04EEDD,0x3D173CA7,0x3D226B39,0x3F143493,0x3F1B9C59,0x3F1C2673,0x3F1AE006
88,100,0x3F800000,0x3F800000,0x3F800000,0x3D5EE95C,0x3D5AE420,0x3D79603E,0x3D85DB31,0x3D05BF37,0x3D0355AD,0x3D15A025,0x3D20A0A1,0x3F1475EA,0x3F1BC825,0x3F1C50AE,0x3F1B0DF7
89,100,0x3F800000,0x3F800000,0x3F800000,0x3D5C370E,0x3D58B836,0x3D76BF3B,0x3D84655E,0x3D042108,0x3D020821,0x3D140C56,0x3D1EE00A,0x3F14B5CA,0x3F1BF2F6,0x3F1C79F6,0x3F1B3ADF
90,100,0x3F800000,0x3F800000,0x3F800000,0x3D5A740E,0x3D562B81,0x3D73CF3D,0x3D82F79C,0x3D03126F,0x3D008080,0x3D124925,0x3D1D2922,0x3F14F43E,0x3F1C1CD3,0x3F1CA253,0x3F1B66C7
91,100,0x3F800000,0x3F800000,0x3F800000,0x3D57DCEC,0x3D541732,0x3D714BC8,0x3D8191AA,0x3D01848E,0x3CFE823D,0x3D10C712,0x3D1B7B99,0x3F153153,0x3F1C45C4,0x3F1CC9CD,0x3F1B91B9
92,100,0x3F800000,0x3F800000,0x3F800000,0x3D562B81,0x3D520D21,0x3D6ED575,0x3D803348,0x3D008080,0x3CFC0FC1,0x3D0F4CE0,0x3D19D723,0x3F156D14,0x3F1C6DD2,0x3F1CF06B,0x3F1BBBBC
93,100,0x3F800000,0x3F800000,0x3F800000,0x3D53ADFA,0x3D4FA7BF,0x3D6C6BDE,0x3D7DB871,0x3CFE03F8,0x3CF92FB2,0x3D0DDA52,0x3D183B77,0x3F15A78C,0x3F1C9503,0x3F1D1634,0x3F1BE4D7
94,100,0x3F800000,0x3F800000,0x3F800000,0x3D520D21,0x3D4DB32F,0x3D6A0EA1,0x3D7B1885,0x3CFC0FC1,0x3CF6D705,0x3D0C6F2D,0x3D16A850,0x3F15E0C6,0x3F1CBB5F,0x3F1D3B30,0x3F1C0D13
95,100,0x3F800000,0x3F800000,0x3F800000,0x3D4FA7BF,0x3D4B66D0,0x3D676995,0x3D78865C,0x3CF92FB2,0x3CF414FA,0x3D0AD8F3,0x3D151D6A,0x3F1618CB,0x3F1CE0EC,0x3F1D5F65,0x3F1C3475
96,100,0x3F800000,0x3F800000,0x3F800000,0x3D4E168A,0x3D498675,0x3D652598,0x3D76018A,0x3CF74E40,0x3CF1D48C,0x3D097CF5,0x3D139A86,0x3F164FA5,0x3F1D05B0,0x3F1D82D8,0x3F1C5B06
97,100,0x3F800000,0x3F800000,0x3F800000,0x3D4BC7F6,0x3D47AEE1,0x3D62ECDA,0x3D7389A8,0x3CF4898D,0x3CEF9EA8,0x3D0827B6,0x3D121F65,0x3F16855E,0x3F1D29B3,0x3F1DA590,0x3F1C80CB
98,100,0x3F800000,0x3F800000,0x3F800000,0x3D4A4588,0x3D45843E,0x3D60BF09,0x3D711E54,0x3CF2B9D6,0x3CED0517,0x3D06D905,0x3D10ABCC,0x3F16B9FE,0x3F1D4CF9,0x3F1DC793,0x3F1CA5CA
99,100,0x3F800000,0x3F800000,0x3F800000,0x3D480C81,0x3D43BF29,0x3D5E9BD3,0x3D6EBF2F,0x3CF00F01,0x3CEAE564,0x3D0590B2,0x3D0F3F83,0x3F16ED8E,0x3F1D6F89,0x3F1DE8E6,0x3F1CCA0B
100,100,0x3F800000,0x3F800000,0x3F800000,0x3D45DFD8,0x3D41AA10,0x3D5C370E,0x3D6C6BDE,0x3CED7304,0x3CE865AC,0x3D042108,0x3D0DDA52,0x3F172016,0x3F1D9168,0x3F1E098F,0x3F1CED91
101,100,0x3F800000,0x3F800000,0x3F800000,0x3D44736A,0x3D3FF667,0x3D5A2996,0x3D6A2409,0x3CEBBDB2,0x3CE65AE2,0x3D02E5C1,0x3D0C7C06,0x3F17519E,0x3F1DB29C,0x3F1E2991,0x3F1D1064
102,100,0x3F800000,0x3F800000,0x3F800000,0x3D425A7F,0x3D3E4A55,0x3D5825D4,0x3D67E75C,0x3CE93965,0x3CE45933,0x3D01B04C,0x3D0B246B,0x3F17822D,0x3F1DD328,0x3F1E48F4,0x3F1D3288
103,100,0x3F800000,0x3F800000,0x3F800000,0x3D40FAE0,0x3D3C5264,0x3D562B81,0x3D65B586,0x3CE79373,0x3CE1FC78,0x3D008080,0x3D09D351,0x3F17B1CB,0x3F1DF313,0x3F1E67BA,0x3F1D5402
