0x8FF6B682D43C59C,0x44589B0D859300E5,0,1750,0x125783191DB58E0F,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF479,1,0,1,0
0x7FFF139E10965561,0x22DC11075B03AC32,0,1750,0x125783191DB58E0F,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF479,1,0,1,0
0x349BE5CB35EF5F77,0x68C320CE6E422270,0,750,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF45F,1,0,3,0
0x7A3989475F8AF314,0x5181D365AB72D03D,0,750,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF45F,1,0,1,0
0x2F42BC0A766B6567,0x350ADEF738B655C0,0,750,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF45F,1,0,2,0
0xB75A549C0E857D0,0x2076E0198B733341,0,1500,0x243FE107269BF016,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF469,1,0,1,0
0x6CB1C7E45075A0A4,0x2606704A92FFB5ED,0,1250,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF463,1,0,1,0
0x44214D17F349989D,0x2CF257EAFC6EC936,0,1250,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,1,0x20C384EF463,1,0,1,0
0x3DF9B07AC48DE496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x745E7EDFC6DAA5BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x7A6F01FAF5BDBA69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x6E948344FD2EB524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x35486AD7F1A1F9C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x46B51D90EC5C7A06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x1734871FEF9C0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x6CEF4328AFE74D0C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x23DD6039FE2F36C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2A77F578EFDFC4B9
0x85EDF3A63BB488C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0xBD108911963A54F
0x2F148F3F9C3812A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0xBD108911963A54F
0x2F14923F9C3817C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0xBD108911963A54F
0x2F14913F9C38160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0xBD108911963A54F
0x2F14943F9C381B27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0xBD108911963A54F
0x2F14933F9C381974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0xBD108911963A54F
0x41ADC0CA9DAF6E9D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x4AC402A4ADD2A995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x4AC3FFA4ADD2A47C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x4AC400A4ADD2A62F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x4AC3FDA4ADD2A116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x4AC3FEA4ADD2A2C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2D98F344EA465DF4
0x181D603CAEFE4CDB,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF440,0,0,0,0
0x227FD691C2DA0969,0x61E76B9C50CC0C9A,0,2500,0x540B585F72C20010,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF485,1,0,4,0x2D98F344EA465DF4
0x3F4901EAE349FA30,0x969789DDB6EA1E1,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x1344474ED307E50E,0x4F5655B28A953DC7,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x58BEFC4946435F61,0x2CE3D130A2776A32,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x6BE9615B6D0EC416,0x440F94A23ACBFAAF,0,500,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF463,1,0,1,0
0x6436CDB615A2BB79,0x76E5E59B6A7D78CA,0,500,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
0x7A7BD99AB5E9BD82,0xE28D994EB1A693,0,500,0x7307F05BB0A5B535,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF457,1,0,1,0
0x40A7572272724186,0x537B94A09BD1867F,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x460BC598F95372F5,0x34A3D5E05D7ACDEE,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x94D57D930B7B0F5,0x63B33204197F67EE,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x22AE60246B483A43,0x61B3E2EFA78EA114,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x18A2B66939A974A1,0xC6535E906C2C072,0,1250,0x540B585F72C20010,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF485,1,0,1,0
0x5F1D39574585B511,0x6CF4EEBD901DB42,0,500,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
0x4D8B07EFDE79FB03,0x492946CDC9E4F3D4,0,500,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF463,1,0,1,0
0x6D4147003A863D04,0x6C8D39BE6C0B60D,0,1500,0x243FE107269BF016,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF469,1,0,1,0
0x69868331B3D3CEC2,0x1896586B70DC4CD3,0,500,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
0x36830B3AB9FBDDE,0x1A451D00E6F15C37,0,1000,0x1731F3C21BFD3FF4,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF466,1,0,1,0
0x43F69996D6CBBD89,0x4EB43607E029887A,0,1500,0x243FE107269BF016,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF469,1,0,1,0
0x3E13285248686F27,0x4650AF6AC5C9CE80,0,1250,0x540B585F72C20010,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF485,1,0,1,0
0x1F48092B20589001,0x762AB59305BA3B92,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x2FD630B6C3F38193,0x4AA507ECFABF584,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x1C881112379FC4D7,0x4CB501299914890,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x70CB1C2DA27E0190,0x7CF9387534CADE01,0,500,0x125783191DB58E0F,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF479,1,0,1,0
0x578FAB7F7B2DB478,0x338C301A93BE1BA9,0,500,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF463,1,0,1,0
0x5EB76916B647273D,0x1F564F586C2EC416,0,1250,0x540B585F72C20010,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF485,1,0,1,0
0x34589063D8A49594,0x7A0CEABF0B80DFBD,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x278E52B904EA7E6B,0x694908198E6E96BC,0,500,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
0x67116924005B2BF8,0x2D91AB3A09F2FA29,0,500,0x89C5407B545B39A,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF463,1,0,1,0
0x773A513FBAA45FB4,0x2ADE66DF7E330C1D,0,500,0x256A8195CF90DEE,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
0x31CBF6C78AF231E7,0x4D26FE8A4C3A8340,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x5F27EB77DA8C0789,0x68FFD1CA728B067A,0,250,0x37571C945B9F1E96,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF450,1,0,1,0
0x69793892571149B9,0x44CEC6CD46D6990A,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x6837931CE185238C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF47D,0,0,0,0x2A77F578EFDFC4B9
0x3BB2C573B2DFC889,0x3ED8AC521638597A,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x3AF942EF08DCBD4A,0x7C9376E0E68E89DB,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x68A1C3AA7E98D10C,0x4F60C436C17984B5,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x6146C46771B21A2,0x4AC2E1E7B078EF3,0,500,0x89C5407B545B39A,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF463,1,0,1,0
0x77396EFFF4E79686,0x39C766272C34D57F,0,500,0x256A8195CF90DEE,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
0x11D566CA27A342B2,0x1EA8AEA0A73BFEA3,0,500,0x7307F05BB0A5B535,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF457,1,0,1,0
0x25FF17BB722AAAF5,0x7008465D543F5EE,0,500,0x89C5407B545B39A,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF463,1,0,1,0
0x6518B25EE10D7F7E,0x3E4E4F6831A18917,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF440,1,0,1,0
0x7A9D35A0F888B881,0x42075AF2B5383D12,0,500,0x256A8195CF90DEE,0,0,0,0,0,0,0,0,0,0,0,0x20C384EF45F,1,0,1,0
